#TPLNR	DESCRIPT	TIPO_OBJ_TEC	INVNR	BEGRU	F_ALTA_SAP	F_BAJA_SAP	PTA_SERVICIO	TPLMA	EMPLAZAMIENTO	DIVISION	AREA	OBJECTID	OBJECTNAMEID	TIPO	PARTIDO_GEO	LOCALIDAD_GEO	PARTIDO	LOCALIDAD	SPRID	ALIAS	SECCION	PERFIL	PARTE_OBJETO	OBJETO	LONGITUD	CUADRICULAID	CUADRICULA	FLTYP	COOR_X	COOR_Y	CTRO_COSTO	CALLE	ALTURA_DESDE	ALTURA_HASTA	ENTRE_CALLE_1	ENTRE_CALLE_2	GPS	IDENTIFICADOR
6327540	VANO 3x35/6 Al/Ac H	LINEA_MT	6327540	MT	22/03/2016		01/01/2005	MM96025328	15326A	6.0	3TI	6327540.0	6327540.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x35/6 Al/	LNAEREMT	LNA132MT	L135	12.19	57489455.0	152	L	5631283.158	6199163.146	4439.0	ARROYO TORO					-34.3446 , -58.5732	
53059360	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	53059360	MT	22/03/2016		19/05/2014	MM97171910	13212A	1.0	2ME	53059360.0	53059360.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	39.52	57491317.0	422R	L	5593599.687	6151404.322	4424.0	RUTA NRO 6					-34.7791 , -58.9774	
6330141	VANO 3x50 Al. V	LINEA_MT	6330141	MT	22/03/2016		01/01/1998	MM6330285	15326A	6.0	3TI	6330141.0	6330141.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	40.65	57493286.0	181G	L	5628106.043	6194865.432	4439.0	RIO CARAPACHAY	0       				-34.3837 , -58.6071	
5580147	VANO 3x25 Al. H	LINEA_MT	5580147	MT	22/03/2016		01/01/1991	MM5580138	13212A	1.0	2ME	5580147.0	5580147.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	71.83	57489616.0	457	L	5594065.193	6145384.249	4424.0	CNO AL PINO*	10	10			-34.8333 , -58.9717	
5578675	VANO 3x95/15 Al/Ac. LP	LINEA_MT	5578675	MT	22/03/2016		01/01/2004	MM5689883	13212A	1.0	2ME	78903643.0	5578675.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x95/15 Al	LNAEREMT	LNA132MT	L139	31.42	57491238.0	476S	L	5601161.887	6142607.987	4424.0	RUTA PROV NRO 200	0       				-34.8576 , -58.8938	
AA369	PIQUETE AA369	PIQUETE_MT	23639146	MT	22/03/2016		30/04/2008	MM6328469	15326A	6.0	3TI	23639146.0	23639146.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489432.0	126	Q	5627994.984	6206160.042	4439.0	ARROYO LA HORCA			ARROYO SIN NOMBRE NRO 3		-34.2819 , -58.61	AA369
6331526	VANO 3x50 Al. V	LINEA_MT	6331526	MT	22/03/2016		01/01/1998	MM6331609	15326A	6.0	3TI	6331526.0	6331526.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	39.99	57489420.0	111	L	5625625.247	6207394.761	4439.0	ARROYO CRUZ COLORADA					-34.2711 , -58.6359	
64679299	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	64679299	MT	16/07/2017		09/02/2017	MM6332760	15326A	6.0	3TI	64679299.0	64679299.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	40.1	57489472.0	165	L	5629455.816	6198192.371	4439.0	ARROYO GELVEZ					-34.3535 , -58.5929	
AF353-003	PIQUETE AF353	PIQUETE_MT	94112031	MT	24/12/2017		01/01/1997	MM6327579	15326A	6.0	3TI	94112031.0	94112031.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489456.0	151	Q	5630329.419	6200315.236	4439.0	ARROYO ANTEQUERA			ARROYO ANTEQUERA		-34.3343 , -58.5838	AF353
6331484	VANO 3x50 Al. V	LINEA_MT	6331484	MT	22/03/2016		01/01/1998	MM6331609	15326A	6.0	3TI	6331484.0	6331484.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	29.99	57489420.0	111	L	5625179.25	6207405.019	4439.0	ARROYO CRUZ COLORADA					-34.271 , -58.6407	
5579556	VANO 3x25 Al. H	LINEA_MT	5579556	MT	22/03/2016		01/01/1998	MM5579521	13212A	1.0	2ME	5579556.0	5579556.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	65.03	57491277.0	440R	L	5593282.412	6148218.326	4424.0	SAN  CIPRIANO	10	10			-34.8078 , -58.9806	
32479987	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	32479987	MT	22/03/2016		15/01/2009	MM6331753	15326A	6.0	3TI	32479987.0	32479987.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	44.54	57489473.0	164	L	5626244.32	6196812.569	4439.0	RIO CARAPACHAY					-34.3664 , -58.6276	
AL460-002	PIQUETE AL460	PIQUETE_MT	80004243	MT	20/10/2020		24/09/2020	MM79967754	13212A	1.0	2ME	80004243.0	80004243.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57491248.0	458I	Q	5598001.996	6146799.816	4424.0	RUTA NRO 6		(+/-10)	RUTA NRO 6		-34.8202 , -58.9288	AL460
40693-9	SECCIONADOR 	CELDA_MT	75692951	MT	26/08/2019			CP75692951	15326A	6.0	3TI	75692951.0	75692951.0	SECC_MTCT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1159.0	FAEK	CTAB	CEPLATMB				57489456.0	151	P	5630184.313	6201181.605	4439.0	ARROYO ANTEQUERA	802	2200	ARROYO TORO	RIO PARANA DE LAS PALMAS	-34.3265 , -58.5855	40693-9
AF448-003	PIQUETE AF448	PIQUETE_MT	94107388	MT	24/12/2017		01/01/1995	MM102760416	15326A	6.0	3TI	94107388.0	94107388.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489472.0	165	Q	5628269.752	6197606.046	4439.0	ARROYO ESPERA			ARROYO ESPERA		-34.359 , -58.6057	AF448
91250565	TRAMO 3x1x185/50 Al. XLPE	CABLE_MT	91250565	MT	14/08/2023		09/08/2023	MM63358567	15326A	6.0	3TI	91250565.0	91250565.0	CSMT	334.0	437.0	TIGRE	CIUDAD DE TIGRE	1091.0	CMT13	3x1x185/50	CSMT13KV	CS132XLP	P050	7.390000000000001	57490109.0	197J	L	5629863.556	6191702.218	4439.0	VICTORICA PASEO	700	798			-34.412 , -58.5875	
OL786	PIQUETE OL786	PIQUETE_MT	6330729	MT	22/03/2016		15/02/2023	MM97361894	15326A	6.0	3TI	6330729.0	6330729.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	441.0	MPCR2		POMTMADS	POMTMADE	PO14		57489473.0	164	Q	5625921.52	6198008.131	4439.0	CANAL 8					-34.3556 , -58.6313	OL786
6332789	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6332789	MT	22/03/2016		26/09/2024	MM6332760	15326A	6.0	3TI	6332789.0	6332789.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	30.85	57489472.0	165	L	5629394.206	6196863.72	4439.0	ARROYO GELVEZ					-34.3655 , -58.5934	
6328136	VANO 3x50/8 Al/Ac. LP	LINEA_MT	6328136	MT	22/03/2016		01/01/1996	MM6328184	15326A	6.0	3TI	6328136.0	6328136.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	39.99	57489456.0	151	L	5628358.614	6199533.893	4439.0	ARROYO TORITO					-34.3416 , -58.6051	
AG431-002	PIQUETE AG431	PIQUETE_MT	94192964	MT	22/01/2017		01/01/1997	MM91457338	15326A	6.0	3TI	94192964.0	94192964.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489444.0	138	Q	5628693.538	6203242.381	4439.0	ARROYO ANDRESITO			ARROYO ANDRESITO		-34.3081 , -58.602	AG431
CP17638637	SECA LADO 4792-TR1 CT 4792C	CELDA_MT	CP17638637	MT	21/03/2016			4792C	15326A	6.0	3TI	23112155.0	23112155.0	CELDA	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1454.0	CLMI	CTAMM	CEPLATMM				57489472.0	165	P	5627277.588	6195878.683	4439.0	ARROYO ESPERITA			ARROYO ESPERA	ARROYO CUARENTA	-34.3747 , -58.6163	17638637-FAEK-4792_TR1-TMMB
AL186	PIQUETE AL186	PIQUETE_MT	5580119	MT	22/03/2016		01/01/1974	MM77859938	13212A	1.0	2ME	5580119.0	5580119.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	422.0	MPSH		POMTHAAR	POMTHARM	PH14		57489616.0	457	Q	5594358.849	6145410.011	4424.0	CNO AL PINO*	10	10			-34.833 , -58.9685	AL186
AK769	PIQUETE AK769	PIQUETE_MT	5581249	MT	22/03/2016		14/06/2022	MM80276544	13212A	1.0	2ME	5581249.0	5581249.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489619.0	441	Q	5597491.883	6148608.487	4424.0	LOS OMBUES*	10	10			-34.8039 , -58.9346	AK769
CP17779509	CELDA LADO 77076 CT 77432C	CELDA_MT	CP17779509	MT	21/03/2016			77432C	23748A	2.0	1CA	23116252.0	23116252.0	CELDA	61.0	351.0	CAPITAL FEDERAL	RECOLETA	1454.0	CLMI	CTS	CECRATRS	CECTSEQP	RINT		57490708.0	311I	P	5646751.129	6172042.395	4410.0	AGUERO	2241		PACHECO DE MELO JOSE ANDRES	GUTIERREZ JUAN MARIA	-34.5869 , -58.4005	17779509-SBCT-77076-ECTA
5579589	VANO 3x25 Al. H	LINEA_MT	5579589	MT	22/03/2016		01/01/1998	MM5579521	13212A	1.0	2ME	5579589.0	5579589.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	66.23	57491276.0	440Q	L	5592783.483	6148724.405	4424.0	SAN  CIPRIANO	10	10			-34.8033 , -58.9861	
55434853	TRAMO 3x1x185/50 Al. XLPE	CABLE_MT	55434853	MT	22/03/2016		25/08/2015	MM55434846	15326A	6.0	3TI	55434853.0	55434853.0	CSMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1091.0	CMT13	3x1x185/50	CSMT13KV	CS132XLP	P050	49.51	57489432.0	126	L	5630353.281	6205661.407	4439.0						-34.2861 , -58.5843	
OS377	PIQUETE OS377	PIQUETE_MT	6331132	MT	22/03/2016		04/01/2006	MM96295187	15326A	6.0	3TI	6331132.0	6331132.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489457.0	150	Q	5624422.054	6200656.779	4439.0	RIO CARAPACHAY	0       				-34.3319 , -58.648	OS377
6327464	VANO 3x50 Al. T	LINEA_MT	6327464	MT	22/03/2016		01/01/1998	MM95858165	15326A	6.0	3TI	6327464.0	6327464.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	55.7	57489431.0	127	L	5630596.333	6205495.029	4439.0						-34.2876 , -58.5816	
AG532-004	PIQUETE AG532	PIQUETE_MT	94194489	MT	23/04/2024		01/01/1999	MM95885564	15326A	6.0	3TI	94194489.0	94194489.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489433.0	125	Q	5625441.533	6206216.4	4439.0	RIO CARAPACHAY			RIO CARAPACHAY		-34.2817 , -58.6377	AG532
94131365	VANO 3x50 Al. T	LINEA_MT	94131365	MT	23/04/2024		01/01/1997	MM6327579	15326A	6.0	3TI	94131365.0	94131365.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	40.0	57489444.0	138	L	5630327.725	6201352.059	4439.0	ARROYO ANTEQUERA					-34.3249 , -58.5839	
AF639-004	PIQUETE AF639	PIQUETE_MT	94158550	MT	23/04/2024		01/01/1997	MM6327631	15326A	6.0	3TI	94158550.0	94158550.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489432.0	126	Q	5629911.397	6205264.239	4439.0	ARROYO ANTEQUERA			ARROYO ANTEQUERA		-34.2897 , -58.589	AF639
94185310	VANO 3x50 Al. V	LINEA_MT	94185310	MT	23/04/2024		01/01/1997	MM6328469	15326A	6.0	3TI	94185310.0	94185310.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	40.2	57489432.0	126	L	5628204.534	6206213.838	4439.0	ARROYO SIN NOMBRE NRO 3					-34.2814 , -58.6077	
94169232	VANO 3x50 Al. T	LINEA_MT	94169232	MT	23/04/2024		01/01/1998	MM91457323	15326A	6.0	3TI	94169232.0	94169232.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	41.6	57489456.0	151	L	5629078.041	6201272.316	4439.0	ARROYO TORO					-34.3258 , -58.5975	
AF510-004	PIQUETE AF510	PIQUETE_MT	94139054	MT	23/04/2024		01/01/1997	MM90207252	15326A	6.0	3TI	94139054.0	94139054.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489444.0	138	Q	5630209.426	6202586.277	4439.0	ARROYO ANTEQUERA			ARROYO ANTEQUERA		-34.3138 , -58.5854	AF510
94171385	VANO 3x50 Al. T	LINEA_MT	94171385	MT	23/04/2024		01/01/1998	MM95934669	15326A	6.0	3TI	94171385.0	94171385.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	38.44	57489444.0	138	L	5628400.245	6202060.257	4439.0	ARROYO TORO					-34.3188 , -58.605	
77003-9	SECCIONADOR 	CELDA_MT	17765969	MT	22/03/2016			CP17765969	23748A	2.0	1CA	17765969.0	17765969.0	SECC_MTCT	61.0	351.0	CAPITAL FEDERAL	RECOLETA				CECRATRS				57490708.0	311I	P	5646480.377	6171952.972	4410.0	AUSTRIA	AUSTRIA 		PEÑA	FRENCH	-34.5877 , -58.4034	77003-9
6326187	VANO 3x50/8 Al/Ac. LP	LINEA_MT	6326187	MT	22/03/2016		01/01/2000	MM6326185	15326A	6.0	3TI	6326187.0	6326187.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	24.59	57489463.0	182	L	5630807.161	6195139.214	4439.0	ARROYO REYES	0       				-34.3809 , -58.5778	
CP17628447	SECA LADO 4296-TR1 CT 4296C	CELDA_MT	CP17628447	MT	21/03/2016			4296C	15326A	6.0	3TI	23111850.0	23111850.0	CELDA	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1454.0	CLMI	CTAMM	CEPLATMM				57493283.0	181D	P	5629634.438	6195574.426	4439.0	ARROYO ANGOSTURA			ARROYO REYES	ARROYO LOS NOGALES	-34.3771 , -58.5906	17628447-FAEK-4296_TR1-TMMB
CP17634011	SECA LADO 4574-TR1 CT 4574C	CELDA_MT	CP17634011	MT	21/03/2016			4574C	15326A	6.0	3TI	23112010.0	23112010.0	CELDA	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1454.0	CLMI	CTAMM	CEPLATMM				57489444.0	138	P	5628885.817	6202354.88	4439.0	ARROYO TORO			ARROYO SIN NOMBRE NRO 5	ARROYO GELVEZ	-34.3161 , -58.5997	17634011-FAEK-4574_TR1-TMMB
59842599	TRAMO 3x1x300/50 Al. XLPE	CABLE_MT	59842599	MT	14/08/2016		16/06/2016	MM18552866	15326A	6.0	3TI	59842599.0	59842599.0	CSMT	334.0	437.0	TIGRE	CIUDAD DE TIGRE	1091.0	CMT13	3x1x300/50	CSMT13KV	CS132XLP	P300	451.1	57490114.0	197O	L	5629836.191	6191328.68	4439.0	SALDIAS	701	799			-34.4153 , -58.5878	
MP_K339OL	MODULO PROTECCION - K339OL	MODULO						K339OL	15326A	6.0	3TI			MODULO_PROTECCION	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)										L										
40398-9	SECCIONADOR 	CELDA_MT	42987130	MT	22/03/2016			CP42987130	15326A	6.0	3TI	42987130.0	42987130.0	SECC_MTCT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1159.0	FAEK	CTAMM	CEPLATMM				57489472.0	165	P	5628744.945	6197049.68	4439.0	ARROYO ESPERA	1220		ARROYO GELVEZ	ARROYO TORITO	-34.3639 , -58.6005	40398-9
4560-9	SECCIONADOR 	CELDA_MT	17633703	MT	22/03/2016			CP17633703	15326A	6.0	3TI	17633703.0	17633703.0	SECC_MTCT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1159.0	FAEK	CTAMM	CEPLATMM				57489471.0	166	P	5631612.304	6197927.702	4439.0	ARROYO RAMA NEGRA			RIO CAPITAN	ARROYO LAS GAVIOTAS	-34.3556 , -58.5695	4560-9
CP17503721	SECA LADO 13081-TR1 CT 13081C	CELDA_MT	CP17503721	MT	21/03/2016			13081C	13212A	1.0	2ME	23107453.0	23107453.0	CELDA	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1454.0	CLMI	CTA2	CEPLATMM				57489616.0	457	P	5595033.748	6145406.227	4424.0	CNO AL PINO*	10	10	RUTA PROV NRO 41		-34.833 , -58.9611	17503721-FAEK-13081_TR1-TMMB
6332786	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6332786	MT	22/03/2016		26/09/2024	MM6332760	15326A	6.0	3TI	6332786.0	6332786.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	35.76	57489472.0	165	L	5629393.877	6196832.867	4439.0	ARROYO GELVEZ					-34.3658 , -58.5934	
4697C	4697-PIOJO (P) CTAMM PIOJO (P)	CENTRO	16434083	MT	21/03/2016		26/07/1996	15326A	15326A	6.0	3TI	94138831.0	16434083.0	CENTRO	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1188.0	CTAMM		CEPLATMM	CECTAMMC	DPAT		57489444.0	138	P	5630238.452	6202463.154	4439.0	ARROYO ANTEQUERA			RIO PARANA DE LAS PALMAS	ARROYO TORO	-34.3149 , -58.5851	4697-PIOJO (P)
AF265-004	PIQUETE AF265	PIQUETE_MT	94096096	MT	14/04/2024		01/01/1998	MM6326827	15326A	6.0	3TI	94096096.0	94096096.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489455.0	152	Q	5632149.063	6199210.103	4439.0	RIO CAPITAN			ARROYO DE LAS CASAS		-34.344 , -58.5638	AF265
AF255-004	PIQUETE AF255	PIQUETE_MT	94095996	MT	14/04/2024		01/01/1998	MM6326827	15326A	6.0	3TI	94095996.0	94095996.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489455.0	152	Q	5632140.397	6198816.808	4439.0	RIO CAPITAN			ARROYO TORO	RIO CAPITAN	-34.3476 , -58.5639	AF255
AF087-004	PIQUETE AF087	PIQUETE_MT	94064788	MT	14/04/2024		01/01/1995	MM6331996	15326A	6.0	3TI	94064788.0	94064788.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489472.0	165	Q	5629676.415	6196101.282	4439.0	ARROYO ESPERA			ARROYO ESPERA		-34.3723 , -58.5902	AF087
12363C	12363-IANNI (P) CTAMH IANNI (P)	CENTRO	6297553	MT	21/03/2016		15/09/2000	13212A	13212A	1.0	2ME	91448067.0	6297553.0	CENTRO	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1461.0	CTAMH		CEPLATHM	CECTAMHO	HPAT		57491312.0	422M	P	5593775.736	6152211.406	4424.0	RUTA NRO 6			CNO A RUTA 6*	INES*	-34.7718 , -58.9756	12363-IANNI (P)
CP17631405	SECA LADO 4437-TR1 CT 4437C	CELDA_MT	CP17631405	MT	21/03/2016			4437C	15326A	6.0	3TI	23111935.0	23111935.0	CELDA	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1454.0	CLMI	CTAMM	CEPLATMM				57489472.0	165	P	5628664.422	6197347.094	4439.0	ARROYO ESPERA			ARROYO ANGOSTURA	ARROYO TORITO	-34.3612 , -58.6014	17631405-FAEK-4437_TR1-TMMB
OS171	PIQUETE OS171	PIQUETE_MT	6328944	MT	22/03/2016		02/11/2005	MM6328935	15326A	6.0	3TI	6328944.0	6328944.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57490103.0	197D	Q	5629259.852	6192758.416	4439.0	RIO CARAPACHAY	0       		RIO LUJAN	RIO LUJAN	-34.4025 , -58.5942	OS171
MP_13212A	MODULO PROTECCION - 13212A TERMINAL	MODULO						13212A TERMINAL	13212A	1.0	2ME			MODULO_PROTECCION	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS										L										
MP_K13-213MO	MODULO PROTECCION - K13-213MO	MODULO						K13-213MO	13212A	1.0	2ME			MODULO_PROTECCION	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS										L										
AL162	PIQUETE AL162	PIQUETE_MT	5579951	MT	22/03/2016		01/01/1972	MM102269053	13212A	1.0	2ME	5579951.0	5579951.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	422.0	MPSH		POMTHAAR	POMTHARM	PH14		57491255.0	458P	Q	5595843.349	6145508.025	4424.0	SAN MARTIN 1	10	10			-34.832 , -58.9523	AL162
6332571	VANO 3x50/8 Al/Ac. LP	LINEA_MT	6332571	MT	22/03/2016		01/01/1999	MM6332569	15326A	6.0	3TI	6332571.0	6332571.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	21.84	57489444.0	138	L	5627197.735	6202971.288	4439.0						-34.3107 , -58.6182	
OB202	PIQUETE OB202	PIQUETE_MT	6327272	MT	22/03/2016		09/01/2003	MM91523044	15326A	6.0	3TI	6327272.0	6327272.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489443.0	139	Q	5631410.856	6203747.141	4439.0						-34.3032 , -58.5725	OB202
5581197	VANO 3x25 Al. H	LINEA_MT	5581197	MT	22/03/2016		01/01/1993	MM80276544	13212A	1.0	2ME	5581197.0	5581197.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	64.72		458D	L	5598146.545	6147885.288	4424.0	CNO A MORENO*	10	10			-34.8104 , -58.9274	
AK854-004	PIQUETE AK854	PIQUETE_MT	97723464	MT	09/02/2025		06/02/2025	MM97361894	15326A	6.0	3TI	97723464.0	97723464.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489473.0	164	Q	5626051.064	6198130.2	4439.0	CANAL 8			RIO CARAPACHAY		-34.3545 , -58.6299	AK854
OM029	PIQUETE OM029	PIQUETE_MT	6328324	MT	22/03/2016		15/11/2018	MM91457338	15326A	6.0	3TI	6328324.0	6328324.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489432.0	126	Q	5628582.425	6204996.303	4439.0	ARROYO EL BANCO					-34.2923 , -58.6034	OM029
5580216	VANO 3x25 Al. H	LINEA_MT	5580216	MT	22/03/2016		01/01/1992	MM5580138	13212A	1.0	2ME	5580216.0	5580216.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	49.99	57489616.0	457	L	5593124.162	6145861.368	4424.0	CNO AL PINO*	3002	3100			-34.8291 , -58.982	
AF435-002	PIQUETE AF435	PIQUETE_MT	94107293	MT	24/12/2017		01/01/1995	MM6332045	15326A	6.0	3TI	94107293.0	94107293.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489472.0	165	Q	5628725.532	6197250.728	4439.0	ARROYO ESPERA			ARROYO ESPERA		-34.3621 , -58.6007	AF435
CP88717727	SECA LADO 40798-TR1 CT 40798C	CELDA_MT	CP88717727	MT	20/12/2022			40798C	15326A	6.0	3TI	23144152.0	23144152.0	CELDA	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1454.0	CLMI	CTAMM	CEPLATMM				57489471.0	166	P	5631243.237	6197696.637	4439.0	ARROYO RAMA NEGRA					-34.3578 , -58.5734	88717727-FAEK-40798_TR1-TMMB
6326795	VANO 3x50 Al. V	LINEA_MT	6326795	MT	22/03/2016		01/01/1998	MM96025328	15326A	6.0	3TI	6326795.0	6326795.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	42.73	57489471.0	166	L	5631742.096	6198368.348	4439.0	ARROYO TORO					-34.3517 , -58.5681	
6331533	VANO 3x50 Al. V	LINEA_MT	6331533	MT	22/03/2016		01/01/1998	MM6331609	15326A	6.0	3TI	6331533.0	6331533.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	39.99	57489420.0	111	L	5625704.314	6207382.582	4439.0	ARROYO CRUZ COLORADA					-34.2712 , -58.635	
